KETERANGAN,TANGGAL,URAIAN,NO_BUKTI,QRIS BNI,DBT_BANK_BPR_SOREANG,DBT_BANK_BJB,piutang,kantin,photocopy,OPERASIONAL PC,BINGKISAN,PEMBELIAN_B_POKOK,PEMBELIAN B SANDANG,PEMBAYARAN B POKOK,PEMBAYARAN RELASI B SANDANG,RETUR_PENJ_ B_ POKOK,RETUR_PENJ_B_SANDANG,BIAYA_KIRIM,BIAYA_TELP_ DAN_INTERNET,BIAYA_KEMASAN,BIAYA MATEREI,BIAYA RISIKO,BIAYA ATK,PEMELIHARAAN ,BIAYA PERLENGKAPAN,B IAYA OPERASIONAL,B TRANSPORTASI,B PENYUSUTAN AK TETAP,BIAYA ADM BANK,SETORAN JASA UPU,BIAYA LAIN-LAIN,VOUCHER,HUTANG TOKO,Column213,Column214,Column215,Column216,Column217,Column218,Column219,Column220,Column221,Column222,Column223,Column224,Column225,Column226,Column227,Column228,Column229,Column230,Column231,Column232,Column233,Column234,Column235,Column236,Column237,Column238,Column239,Column240,Column241,Column242,Column243,Column244,Column245,Column246,Column247,Column248,Column249,Column250,Column251,Column252,Column253,Column254,Column255,Column256,Column257,Column258,Column259,Column260,Column261,Column262,Column263,Column264,Column265,Column266,Column267,Column268,Column269,Column270,Column271,Column272,Column273,Column275, KREDIT_KAS ,BULAN,Column1
,8-Jan-25,MADINA,,,,,,,,,,,,,"  96,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  96,000.00 ", JANUARI ,
,8-Jan-25,RELASI EDRUS,,,,,,,,,,,,,"  330,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  330,000.00 ", JANUARI ,
,8-Jan-25,PANJUNAN,,,,,,,,,,,,"  167,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  167,000.00 ", JANUARI ,
,8-Jan-25,PANJUNAN,,,,,,,,,,,,"  95,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  95,900.00 ", JANUARI ,
,8-Jan-25,CIGP,,,,,,,,,,,,"  1,309,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,309,400.00 ", JANUARI ,
,8-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  110,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  110,000.00 ", JANUARI ,
,8-Jan-25,VOUCHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  600,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  600,000.00 ", JANUARI ,
,8-Jan-25,TK 113,,,,,,,,,,"  1,934,950 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,934,950.00 ", JANUARI ,
,8-Jan-25,SINAR MAS,,,,,,,,,,"  422,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  422,400.00 ", JANUARI ,
,8-Jan-25, HUTANG TOKO ,,,,,,,,,"  250,414,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250,414,000.00 ", JANUARI ,
,8-Jan-25, HUTANG DAGANG ,,,,,,,,,,,,"  431,850 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  431,850.00 ", JANUARI ,
,8-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,"  6,017,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  6,017,000.00 ", JANUARI ,
,9-Jan-24,Relasi,,,,,,,,,,,,"  239,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  239,600.00 ", JANUARI ,
,9-Jan-24, PEMBELIAN BARANG ,,,,,,,,,,,,"  151,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  151,300.00 ", JANUARI ,
,9-Jan-24,HUTANG DAGANG,,,,,,,,,,,,,"  684,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  684,000.00 ", JANUARI ,
,9-Jan-24,PEMBELIAN BARANG,,,,,,,,,,"  154,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  154,200.00 ", JANUARI ,
,9-Jan-24,HUTANG DAGANG,,,,,,,,,,"  1,111,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,111,500.00 ", JANUARI ,
,9-Jan-24,PEMBELIAN BARANG,,,,,,,,,,"  148,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  148,000.00 ", JANUARI ,
,9-Jan-24, BINGKISAN ,,,,,,,,,,"  1,638,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,638,000.00 ", JANUARI ,
,9-Jan-24, BINGKISAN ,,,,,,,,,,"  782,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  782,700.00 ", JANUARI ,
,9-Jan-24,PEMBELIAN BARANG,,,,,,,,,,"  2,422,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  2,422,000.00 ", JANUARI ,
,9-Jan-24,PEMBELIAN BARANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  600,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  600,000.00 ", JANUARI ,
,10-Jan-24,KREDIT BARANG,,,,,,,,,,"  850,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  850,000.00 ", JANUARI ,
,10-Jan-24,VOUCHER,,,,,,,,,,"  198,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  198,500.00 ", JANUARI ,
,10-Jan-24,PEMBELIAN BARANG,,,,,,,,,,,,"  150,250 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  150,250.00 ", JANUARI ,
,10-Jan-24,HUTANG DAGANG,,,,,,,,,,,,"  601,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  601,800.00 ", JANUARI ,
,10-Jan-24,RELASI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  900,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  900,000.00 ", JANUARI ,
,13-Jan-25,listrik,,,,,,,,,,"  1,156,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,156,000.00 ", JANUARI ,
,13-Jan-25,HUTANG DAGANG,,,,,,,,,,"  3,143,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  3,143,500.00 ", JANUARI ,
,13-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,,,"  146,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  146,500.00 ", JANUARI ,
,13-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  1,303,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,303,600.00 ", JANUARI ,
,13-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  145,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  145,500.00 ", JANUARI ,
,13-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  68,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  68,000.00 ", JANUARI ,
,13-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,,"  225,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  225,000.00 ", JANUARI ,
,13-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,,"  84,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  84,000.00 ", JANUARI ,
,13-Jan-25,HUTANG DAGANG,,,,,,,,,,,,,"  848,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  848,000.00 ", JANUARI ,
,13-Jan-25,HUTANG DAGANG,,,,,,,,,,,,,"  145,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  145,000.00 ", JANUARI ,
,13-Jan-25,HUTANG DAGANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  400,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  400,000.00 ", JANUARI ,
,13-Jan-25,KREDIT BARANG,,,,,,,,,,,,,,"  51,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  51,500.00 ", JANUARI ,
,14-Jan-25, VOUCHER ,,,,,,,,,,"  364,000 ",,,,,,,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  364,000.00 ", JANUARI ,
,14-Jan-25,KREDIT BARANG,,,,,,,,,,,,"  341,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  341,500.00 ", JANUARI ,
,14-Jan-25, VOUCHER ,,,,,,,,,,"  67,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  67,000.00 ", JANUARI ,
,14-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  -   , JANUARI ,
,14-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,  - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  -   , JANUARI ,
,14-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  4,761,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  4,761,000.00 ", JANUARI ,
,14-Jan-25, RELASI ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  300,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  300,000.00 ", JANUARI ,
,14-Jan-25, HUTANG DAGANG ,,,,,,,,,,"  1,775,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,775,000.00 ", JANUARI ,
,14-Jan-25,HUTANG DAGANG,,,,,,,,,,"  500,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  500,000.00 ", JANUARI ,
,14-Jan-25,KREDIT BARANG,,,,,,,,,,"  87,120 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  87,120.00 ", JANUARI ,
,15-Jan-25,VOUCHER,,,,,,,,,,"  200,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200,000.00 ", JANUARI ,
,15-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  102,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  102,000.00 ", JANUARI ,
,15-Jan-25,HUTANG DAGANG,,,,,,,,,,,,,"  73,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  73,500.00 ", JANUARI ,
,15-Jan-25,HUTANG DAGANG,,,,,,,,,,"  239,720 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  239,720.00 ", JANUARI ,
,15-Jan-25,relasi,,,,,,,,,,,,"  89,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  89,000.00 ", JANUARI ,
,15-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250,000.00 ", JANUARI ,
,15-Jan-25,BINGKISAN,,,,,,,,,,"  1,800,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,800,000.00 ", JANUARI ,
,16-Jan-25,KREDIT BARANG,,,,,,,,,,"  2,701,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  2,701,000.00 ", JANUARI ,
,16-Jan-25,VOUCHER,,,,,,,,,,"  777,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  777,000.00 ", JANUARI ,
,16-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  1,600,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,600,000.00 ", JANUARI ,
,16-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  396,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  396,000.00 ", JANUARI ,
,16-Jan-25,HUTANG DAGANG,,,,,,,,,,"  592,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  592,500.00 ", JANUARI ,
,16-Jan-25,HUTANG DAGANG,,,,,,,,,,"  247,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  247,200.00 ", JANUARI ,
,16-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  207,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  207,200.00 ", JANUARI ,
,16-Jan-25,PEMBELIAN BARANG,,,,,,,,,,"  132,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  132,000.00 ", JANUARI ,
,16-Jan-25,HUTANG DAGANG,,,,,,,,,,"  370,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  370,000.00 ", JANUARI ,
,16-Jan-25,HUTANG DAGANG,,,,,,,,,,,,"  215,227 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  215,227.00 ", JANUARI ,
,16-Jan-25,KREDIT BARANG,,,,,,,,,,,,"  402,666 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  402,666.00 ", JANUARI ,
,16-Jan-25,VOUCHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  800,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  800,000.00 ", JANUARI ,
,16-Jan-25, HUTANG DAGANG ,,,,,,,,,,"  1,176,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,176,000.00 ", JANUARI ,
,16-Jan-25,RELASI,,,,,,,,,,,,"  2,814,450 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  2,814,450.00 ", JANUARI ,
,17-Jan-25,PEMBELIAN BARANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  650,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  650,000.00 ", JANUARI ,
,17-Jan-25, RELASI ,,,,,,,,,,"  560,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  560,000.00 ", JANUARI ,
,17-Jan-25, BINGKISAN ,,,,,,,,,,,,,"  210,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  210,000.00 ", JANUARI ,
,17-Jan-25, BINGKISAN ,,,,,,,,,,"  1,406,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,406,500.00 ", JANUARI ,
,17-Jan-25,bingkisan,,,,,,,,,,"  487,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  487,300.00 ", JANUARI ,
,17-Jan-25,VOUCHER,,,,,,,,,,,,"  468,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  468,000.00 ", JANUARI ,
,,,,,,,,,,,,"  855,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  855,100.00 ", JANUARI ,
,20-Jan-25,AQUA,,,,,,,,,,"  2,928,750 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  2,928,750.00 ", JANUARI ,
,20-Jan-25,ESSE,,,,,,,,,,"  48,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  48,500.00 ", JANUARI ,
,20-Jan-25,ATK,,,,,,,,,,"  2,087,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  2,087,500.00 ", JANUARI ,
,20-Jan-25,FASTRA TAN,,,,,,,,,,,,"  151,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  151,000.00 ", JANUARI ,
,20-Jan-25,sumber cipta,,,,,,,,,,,,"  74,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  74,500.00 ", JANUARI ,
,20-Jan-25,ghonuhsa,,,,,,,,,,"  1,168,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,168,500.00 ", JANUARI ,
,20-Jan-25,ghonuhsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  150,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  150,000.00 ", JANUARI ,
,20-Jan-25,PT AKUR PRATAMA,,,,,,,,,,,,"  5,717,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  5,717,000.00 ", JANUARI ,
,21-Jan-25,MARGIN BINGKISAN,,,,,,,,,,"  1,560,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,560,000.00 ", JANUARI ,
,21-Jan-25,KREDIT BARANG,,,,,,,,,,"  360,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  360,800.00 ", JANUARI ,
,21-Jan-25,VOUCHER,,,,,,,,,,"  710,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  710,000.00 ", JANUARI ,
,21-Jan-25,KREDIT BARANG,,,,,,,,,,"  87,120 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  87,120.00 ", JANUARI ,
,21-Jan-25,pengembalian bon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  450,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  450,000.00 ", JANUARI ,
,22-Jan-25,tk kamilah,,,,,,,,,,"  1,458,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,458,000.00 ", JANUARI ,
,22-Jan-25,gulaku,,,,,,,,,,"  2,170,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  2,170,200.00 ", JANUARI ,
,22-Jan-25,sosro,,,,,,,,,,"  106,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  106,800.00 ", JANUARI ,
,22-Jan-25,sinar baru,,,,,,,,,,"  221,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  221,100.00 ", JANUARI ,
,22-Jan-25,merchandise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  450,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  450,000.00 ", JANUARI ,
,22-Jan-25, mr lemon ,,,,,,,,,,"  408,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  408,000.00 ", JANUARI ,
,22-Jan-25,kkemasan,,,,,,,,,,"  64,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  64,600.00 ", JANUARI ,
